Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,6,,དྲུག་པ་སྐུ་བལྟམས་པའི་མཛད་པ་ནི།,"Chapter 6: The Birth at Lumbini",,,Vol. Ka (1) p. 12.,,"Vinayavastu (Saṃghabhedavastu): vol. 3(Ga), 280a.2-282a.1","Vinayavibhaṅga: vol 6(Cha), 63b.7; Abhiniṣkramaṇa-sūtra: vol. 72(Sa)  ",
A,6,1,དེ་ལྟར་ལྷུམས་སུ་ཟླ་བ་བཅུ་ལོན་ཏེ།,Thus the Bodhisattva spent ten moons in his noble mother's womb.,,,ཁང་བཟང་དེ་དང་མ་འབྲེལ་བར་བར་སྟོང་ཡོད་ཙམ་དུ་གཞན་ཞིག་ཏུ། ལུམ་བུའི་ཚལ་དེ་སྐྱེད་མོས་ཚལ་ཤིང་སྣ་ཚོགས་ཡོད་པ་གཅིག་བྱ། དེ་ན་འཁོར་མང་པོས་སྐོར་ནས། རང་ཡུམ་ཉིད་ཁྱོགས་བྱམས་ཁྲི་ལ་གཡོག་མ་འགའ་རེ་དང་བཅས་པ་ལུམྦི་ནའི་ཚལ་དུ་འབྱོན་པའི་ཚུལ་དང་། ཚལ་དེར་སྐུ་བལྟམས་པའི་བཀོད་པ་སྤྱི་དང་འདྲ་བ་ལས། ནམ་མཁའ་ནས་ཆུ་རྒྱུན་གཉིས་དབུའི་སྟེང་དུ་འབབ་པ་དང་། ལྷ་རྣམས་ཀྱི་གདུགས་དང་རྔ་ཡབ་ལ་སོགས་པ་མཆོད་པ་སྣ་ཚོགས་པ་འབུལ་ཞིང་།  ཚལ་དེའི་ཕྱི་ནང་ཐམས་ཅད་འོད་ཀྱི་ཁྱབ་པ་མཚོན་བྱེད་དུ། ཕྱི་ནས་འོད་ཀྱི་དཀྱིལ་འཁོར་ཟླུམ་པོས་སྐོར་བ་འབྲི། དེ་དང་ཉེ་བའི་ཕྱོགས་རྣམས་སུ། རྒོད་མ་རྟེའུ་འབྲེང་པ་མང་པོ་དང་། གླང་ཆེན་མོ་ཕྲུག་གུ་འབྲེང་བ། བུད་མེད་ཁྱེའུ་དང་བུ་མོ་ཐོགས་པ་དང་། ས་འོག་ནས་རིན་པོ་ཆེའི་གཏེར་ཁ་བྱེ་བ་རྣམས་ལྔ་བརྒྱ་མཚོན་བྱེད། ལྔ་ཙམ་རེ་འབྲི།,"In the open space near the mansion is Lumbini Grove (lum bu’i tshal / lum+bi ni’i tshal), a garden with a great array of trees. A large retinue is there. The queen sits in a palanquin and goes to Lumbini Grove with her entourage of maids. The birth of the Buddha takes place in the grove. The scenes should be drawn in accord with common conventions (spyi dang ‘dra ba). But, there should be two streams of water flow down onto the head. Gods offer many gifts such as parasols and tail fans. Light fills up both inside and outside of the grove. A ring of light surrounds the grove. Nearby is a scene of mares followed by colts, elephants with cubs, and women with baby boys and girls.  Five kinds of treasures are drawn to make up for deposits of five hundred kinds of treasures uncovered in the ground. In another mansion, (representatives of) vassals prostrate and offer gifts to King Śuddhodana.",N/A,"Vinayavibhaṅga: vol Cha, 63b.7",
A,6,1,ལྗོན་ཤིང་དང་མེ་ཏོག་ཐམས་ཅད་ནི་རབ་ཏུ་རྒྱས།  བྱ་རྣམས་ནི་དགའ་བས་སྐད་འབྱིན།  ཤིང་ས་ཧ་ཀ་རའི་འབྲས་བུ་སྨིན་ཞིང་དུད་པར་གྱུར།  དཔྱིད་ཟླ་ཐ་ཆུང་གི་ཡར་ངོ་ལ་བབ་པ་ན།,"It was the first few days of the last spring month, and the trees and flowers were basking in the sun, the air was pleasant with birdsong, and the mango trees were weighted down with ripe fruit.",,,,,N/A,,
A,6,1,ལྷ་མོ་སྒྱུ་འཕྲུལ་ཆེན་མོས་བསམས་པ་བདག་ལྷས་བསྟན་གྱི་སྐྱེད་མོས་ཚལ་དུ་འདུག་པར་བྱའོ་སྙམ།,"[That day] Queen Mahamayadevi felt like visiting the parks of Devadaha, her own birthplace.",སྒྱུ་འཕྲུལ་ཆེན་མོ་,Mahāmāyā,,,280a.3,,
A,6,1,རྒྱལ་པོ་ལ་ཞུས་པས་རྒྱལ་པོས་ཀྱང་གནང་སྟེ།  གྲོང་ཁྱེར་ལྷས་བསྟན་དང་ཉེ་བའི་ལུམྦི་ནིའི་ཚལ་དུ་འབྱིན་པར་ཆས་ནས་,"She said as much to King Shuddhodana, who at once ordered his people to make arrangements for an excursion to a place called Lumbini, near Devadaha.",,,,,280a.3-4,,
A,6,1,རིན་པོ་ཆེ་སྣ་བཞིའི་ཁྱོགས་བཤམས་པ་ལ་འདུག་ཅིང་,Then he requested the queen to climb into a wooden palanquin studded with jewels.,,,,,"",Abhiniṣkramaṇa-sūtra: 9a.3,
A,6,1,གཡོག་མོ་དུ་མས་ཡོངས་སུ་བསྐོར།  རྒྱལ་པོ་ཟས་གཙང་མ་ཡང་དཔུང་ཡན་ལག་བཞི་དང་བཅས་ཏེ། སེར་སྐྱ་གཞིའི་གྲོང་ཁྱེར་ནས་འཕགས་ཏེ།,"With the escort of the king and all the king's soldiers, the palanquin—further attended by a bevy of ladies-in-waiting—",,,,,280a.4,Abhiniṣkramaṇa-sūtra: 9a.4,
A,6,1,ལུམྦི་ནིའི་ཚལ་དུ་བཞུད་དོ།,left Kapilavastu and took the road to Lumbini.,,,,,Vinayavastu (Saṃghabhedavastu): 280a.4,Abhiniṣkramaṇa-sūtra: 9a.4,
A,6,2,།དེ་ནས་མདོ་གཞན་ལས་འབྱུང་བ་ལྟར་ན་ཚེས་བརྒྱད་ཀྱི་སྔ་དྲོའི་དུས་རྒྱུ་སྐར་རྒྱལ་གྱི་རྐང་པ་དང་པོ་ལ་བབ་པ་ན།  སྐུ་བལྟམས་ཞེས་འབྱུང་ངོ་།,"Certain sutras date the birth of the Buddha from the eighth day of the moon, at first light, when the sun is in the constellation Victory (end of December or January).",,,,,N/A,,Research passages for these dates?
A,6,2,།གང་ལྟར་ཡང་ཡུམ་གྱིས་ཀུན་དུ་གཟིགས་པས་ཤིང་མྱ་ངན་འཚང་མེ་ཏོག་རབ་ཏུ་རྒྱས་པ་ཞིག་གཟིགས་ཏེ།,"When Mahamaya-devi reached the grounds, she took a good look round and feeling that the momentous event was near, directed her steps towards a flower-laden ashoka tree.",,,,,280a.4-5,Abhiniṣkramaṇa-sūtra: 9a.5,
