Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,8,,བརྒྱད་པ་དྲང་སྲོང་ཆེན་པོས་ལུང་བསྟན་པ་སོགས་ནི།,Chapter 8: The sage Asita's predictions,,,Vol. Ka (1) and vol. Kha (2) pp. 12-13. ,,"Vinayavastu (Saṃghabhedavastu): vol. 3(Ga), 284b.4-287b.1",,
A,8,,དེ་ནས་དྲང་སྲོང་ཉོན་མོངས་མེད་སློབ་མ་མི་བྱིན་དང་ལྷན་ཅིག་བྱང་ཆུབ་སེམས་དཔའ་ལྟ་བའི་ཕྱིར་ཆས་པ་ན།,"In the company of his disciple Naradatta, Asita the sage set out to behold the face of the Bodhisattva.",,,དེ་ནས་གྲོང་ཁྱེར་སེར་སྐྱའི་བཀོད་པ་གཞན་ཞིག་གི་ཁང་བཟང་དུ། ཡབ་ཀྱི་སྐུ་པང་དུ་བཞུགས་པ་ལ། མདུན་དུ་དྲང་སྲོང་ཁ་དོག་མི་ཤ་ཁ་ནག་པོ། རལ་པ་སེར་སྐྱ་འཛིངས་ཤིང་ཁ་སྤུ་ནག་པོ་ཅན།  ཚངས་སྐུད་དང་དབྱུག་གུ་སྤྱི་བླུགས་ཡོད་པ། རྒན་པའི་ཆ་བྱད་ཅན་ཞིག་གི་བྱང་ཆུབ་སེམས་དཔའ་ལ་ལྟ་ཞིང་། ལག་པ་གཡས་ཅུང་ཟད་སྒྲེང་བ་དང་། ཕྱོགས་གཞན་ཞིག་ཏུ་དྲང་སྲོང་དེ་རྒྱལ་པོའི་དྲུང་དུ་མཆིལ་མ་འདོན་པའི་ཚུལ་བྱ་བ་དང་། ཕོ་བྲང་དེའི་ཕྱི་རོལ་ན་དྲང་སྲོང་དེ་ཚུར་ཡོང་དུས་ཀྱུས་མ་ཡོང་བ་དང་། ཕར་འགྲོ་དུས་ནི་སྒོའི་ཕྱི་ནས་དར་རས་སོགས་སྐྱང་བའི་སྟེང་། དེ་དང་ཉེ་བའི་བྲག་ཕུག་གཅིག་ཏུ་དེ་ཉིད་བསམ་གཏན་ལ་གནས་པའི་ཚུལ་དང་། དེའི་མདུན་དུ་དྲང་སྲོང་གཞོན་ནུ་གཅིག་འབྲི། དེ་དག་ནི་ལྷུམས་སུ་ཞུགས་པ་དང་བལྟམས་པའི་སྐོར་རོ།།   ༼ཁ༽དེ་ནས་མ་མ་བརྒྱས་སྐོར་བའི་བྱང་ཆུབ་སེམས་དཔའ་བྱིས་པའི་ཚུལ་གྱི་གསེར་གྱི་གཞོང་པ་ཤིན་ཏུ་ཆེ་བ་འབྲས་ཀྱིས་བཀང་བ། ཕྱོགས་གཅིག་ནས་གླང་པོ་ཆེ་མང་པོ་ལ་བཏགས་ལ། བྱང་ཆུབ་སེམས་དཔའ་ཁྱེའུའི་ཕྱག་མཛུབ་གཅིག་གིས། གཞོང་པ་ནས་འཐེན་པས། གླང་པོ་ཆེ་རྣམས་ཀྱང་འདྲེད་སྟབས་སུ་ཚུར་དྲུད་པ། འབྲས་ཆེན་ནས་གསོལ་བའི་རྣམ་པ་ཡང་འབྲི་སྟེ། ཕྱག་གཡོན་པས་སྣོད་ནས་འཐེན་ཚུལ་དང། གཡས་པས་གསོལ་བའི་རྣམ་པ་བྱས་ན་ལེགས།,"In Kapilavastu, in a mansion, the Buddha sits the king's lap. A sage looks at the Buddha and slightly held up his right hand. He is an old man with dark skin, unkempt grayish yellow hair, and black moustache. He carries a brahma thread, cane, and sacred water vase and pills (spyi blugs). When the sage is on his way to the palace, he is treated as an ordinary visitor. But when he leaves, he walks on the silk spread on the path spread outside the palace gate. In a cave, the sage abides in samadhi with a young man before him. [Vol. Kha (2)]: The Buddha is surrounded by a hundred nannies. There is a large golden tray filled with rice.  One side of the tray is tied to a flock of elephants with ropes. When the Buddha pulls the tray with one finger, he also pulls away all the elephants. The Buddha drinks rice gruel. It is better if the Buddha pulls the bowl with left hand and eats right-handed.",284b.4-5,,
A,8,,ཇི་ཙམ་བར་དུ་རྫུ་འཕྲུལ་གྱིས་འོངས་ཀྱང་།,The two hermits completed the greater part of their journey by flying through the air;,,,,,284b.5,,
A,8,,སེར་སྐྱ་དང་ཉེ་བར་སླེབ་པ་ན།  བྱང་ཆུབ་སེམས་དཔའི་གཟི་བྱིན་གྱིས་ནོན་ཏེ།,"but when they reached the outskirts of Kapilavastu, the Bodhisattva's involuntary magnificence radiated from him with such intensity that their magical powers faded away.",,,,,284b.5-6,,
A,8,,རྫུ་འཕྲུལ་གྱིས་འགྲོ་བར་མ་ནུས་ནས་རྐང་གིས་སོང་སྟེ།  གྲོང་ཁྱེར་སེར་སྐྱའི་ཕོ་བྲང་གི་སྒོར་སོན་པ་དང་།,"Thus when they arrived at the city gates, they did so on foot.",,,,,284b.6,,
A,8,,སྒོ་བ་ལ་སྦྲན་ནོ།,"They made themselves known to the guard,",,,,,284b.6,,
A,8,,།དེས་ཀྱང་རྒྱལ་པོ་ལ་རིག་པར་བྱས་པ་ན།,who informed the king.,,,,,284b.7,,
A,8,,རྒྱལ་པོས་བཀུར་བསྟི་དང་བཅས་ཏེ་ནང་དུ་སྤྱན་དྲངས།,Shuddhodana came to welcome the distinguished sage with all due ceremony.,,,,,284b.7-285a.1,,
A,8,,སྟན་མཆོག་ལ་བཞུགས་སུ་གསོལ།,"He begged him to be seated upon a raised throne,",,,,,285a.1,,
A,8,,ཡང་དག་པའི་གཏམ་གྱིས་ཀུན་དུ་དགའ་བར་བྱས་ཏེ།  དྲང་སྲོང་ཆེན་པོ་དགོས་པ་ཅི་ཞིག་གི་ཕྱིར་འདིར་བྱོན།,"and after greeting him cordially, courteously asked the reason for his visit.",,,,,285a.1-2,,
